word,definition
Āhua,"Ancient surfing area off Coconut Island, Hilo, Hawaiʻi (Finney and Houston 26).<br>Point, ʻEwa qd., Oʻahu.<br>Street, Moanalua, Honolulu, Oʻahu, named for an ancient fishpond in the area (TM).<br><br><br>Literally, heap.<br><br> Nā Lepili <br> Tags: Hawaiʻi Oʻahu <br> Papa helu loli"
ʻĀhui,"Street, Kakaʻako, Honolulu. Lit., cluster (as of bananas)."
ahupuaʻa,"land section, usually extending from the uplands to the sea<br> Papa helu loli"
ʻAhuʻula,"Street, Kalihi Kai, Honolulu, Oʻahu.<br><br>Literally, feather cape.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Ahu-wale,"Street and place, ʻĀina-Haina, Honolulu. Lit., exposed."
ʻAiea,"Land sections, mill, village, bay, stream, field, recreation center, and schools, west of Honolulu, Oʻahu.<br><br>Literally, Nothocestrum tree.<br>References:<br><br>RC 169.<br><br><br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAikanaka,"No base definition, only supplemental content.<br>Land division, Hanalei district, Kauaʻi. Perhaps named for a legendary oppressive chief who was defeated by Kawelo (For. Sel. 32-113.)<br>An ancient name for Pūkoʻo harbor, Molokaʻi, where inhabitants were washed into the ocean by a Kona storm and eaten by sharks (Jarrett 21). Pandanus groves here produced fine fruit (Ka Leo o Ka Lahui, February 22, 1894).<br><br>Literally, man-eating.<br> Nā Lepili <br> Tags: Kauaʻi Molokaʻi <br> Papa helu loli"
ʻAila,"Street, Moana-lua, Honolulu, Lit., oil."
ʻAkahi,"Hill (1,538 feet high), Hālawa qd., south Molokaʻi.<br>Street, Kalihi Uka, Honolulu, Oʻahu.<br><br><br>Literally, one.<br><br> Nā Lepili <br> Tags: Molokaʻi Oʻahu <br> Papa helu loli"
ʻAkaka,"Falls (422 feet high) and State park near Hilo, Hawaiʻi. When a stone here called Pōhaku-a-Pele (stone of Pele) is struck by a lehuaʻapane branch, the sky darkens and rain falls. A large stone in mid-stream about 70 feet above the falls is named Pōhaku-o-Kāloa.<br> Nā Lepili <br> Tags: Hawaiʻi image <br> Papa helu loli"
ʻAkāka,"Projecting spur of the mountain range at the head of Mānoa Valley; a street near the Chinese cemetery, Mānoa, Honolulu, Oʻahu, named for the mountain that is said to be the grandparent of the Mānoa princess, Ka-hala-o-Puna (HM 152).<br><br>Literally, clearness.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻĀkala,"Street, Sheridan Tract, Honolulu, Oʻahu. Literally, raspberry.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAkamu,"Street, Nuʻuanu, Honolulu, Oʻahu.<br><br>Literally, Adams (named for Annie K. Adams, owner of the subdivision; TM).<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAki,"Land division, Lahaina qd., Maui.<br>* Pronunciation and meaning are uncertain.<br> Nā Lepili <br> Tags: Maui <br> Papa helu loli"
ʻAkihi,"Mountain, Honu-ʻapo qd., Hawaiʻi. Lit., petrel."
ʻAkina,"Street in Ka-lihi Kai, Honolulu, named for Representative Joseph A. ʻAkina, speaker of the first Territorial House of Representatives. (TM.)"
ʻAlae,"No base definition, only supplemental content.<br>Land section, Honomū qd.; pit crater near Kīlauea Crater, Puna qd., Hawaiʻi, active in 1969 (Macdonald and Abbott 101).<br>Land sections and homesteads, Puʻuokali qd., Kula, Maui.<br>Peak (2,000 feet high), above Kalaupapa peninsula, Molokaʻi.<br><br>Literally, mudhen.<br> Nā Lepili <br> Tags: Hawaiʻi Maui Molokaʻi <br> Papa helu loli"
ʻAlaʻē,"School and land sections, Kealakekua, Hawaiʻi. Literally, strange fragrance.<br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Alahaka,"Bay and cliff near Hōnaunau, South Kona, Hawaiʻi. Lit., plank bridge."
Alakaʻi,"Swamp and trail, Waimea district, Kauaʻi. Literally, to lead.<br><br>References:<br><br>PH 45.<br><br><br><br> Nā Lepili <br> Tags: Kauaʻi <br> Papa helu loli"
Alakea,"Street, downtown Honolulu, Oʻahu. Literally, while street (this street, leading to Honolulu Harbor, was once paved with while coral stones; Clark 9).<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Alāla,"High point between Kailua beach and Lanikai, Oʻahu. A tall stone at the point is used by fishermen as a landmark to locate a fishing station at sea.<br><br>Literally, awakening.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAlalā,"Hill at Kulaʻimano, Hawaiʻi.<br><br>Literally, wailing.<br><br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Alamihi,"Two places, one on each side of Mānoa Valley, Honolulu, Oʻahu. On the death of a Mānoa native, a rainbow spanned the valley from one Alamihi to the other. Literally, path [of] regret.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Alani,"Drive, Woodlawn, upper Mānoa, Honolulu, perhaps named for a tree (Pelea sandwicensis)."
Alaʻoli,"Street, Foster Village subdivision, Hālawa, Waipahu qd., Oʻahu. Name suggested by Mary Kawena Pukui in 1956. Literally, happy path.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Ala-papa,"Gulch, Ka-haku-loa qd., Maui. Lit., level path or paved pathway."
Alapiʻi,"Point, northwest Kauaʻi. Lit., ascent."
ʻĀ-lau,"An island (4.5 acres, 40 feet elevation) off Hane-oʻo, East Maui; believed to have been formed by Pele. Headland, Ka-laupapa peninsula, Molokaʻi. Lit., many rocks."
Alaula,"Way, Mānoa, Honolulu, Oʻahu. Literally, early dawn light.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAleʻale,"Land section, south coast, Ka-hoʻolawe. Lit., ripple."
ʻĀ-leʻaleʻa,"Heiau near Hale-o-Keawe, Hōnaunau, South Kona, Hawaiʻi. This heiau was used for sports and games after Hale-o-Keawe became the major heiau. Lit., light [of] joy."
ʻĀlele,"Land area in the approximate center of Kai-lua, Oʻahu, formerly a plain called Kula-o-ʻĀlele, a sports area."
ʻAleʻo,"Street, Mānoa, Honolulu. Lit., tower."
ʻĀlewa,"Drive, playground, and section 9 of Honolulu (map 6). Lit., suspended (on a height)."
ʻAlika,"Avenue, Dowsett Highlands, Honolulu, Oʻahu.<br><br>Literally, Alec (named for Alec Dowsett, grandson of Samuel Dowsett; see Dowsett).<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAlikā,"Volcanic cone (7,843 feet), Mauna Loa qd., Hawaiʻi, now called ʻĀlika.<br><br>Probably literally, dig, thrust.<br><br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
ʻĀloʻi,"Crater active in 1969 and 1970, Puna qd., Hawaiʻi, perhaps named for Kahawali's pig, ʻĀloʻipuaʻa. Kahawali, an expert in hula and hōlua riding, refused to race an unknown woman. She was Pele, and in the form of fire she chased him toward the sea. He fled to Puʻukea hill (Waikiʻi qd.), said goodbye to his wife and children and his favorite pig, and escaped from Pele in a canoe.<br><br>References:<br><br>See Kahōlua-o-Kahawali.<br><br><br><br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
ʻAlu,"Street, Kalihi Uka, Honolulu, Oʻahu. Literally, depression.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAlula,"Bay, Kailua qd., North Kona, Hawaiʻi.<br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
ʻAmaʻu,"Street, Kāhala, Honolulu, Oʻahu.<br><br>Literally, fern.<br>References:<br><br>TM.<br><br><br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Anahulu,"Stream, Wai-ʻalua, Oʻahu. (Ii 98.) Lit., ten days."
Anapa,"Street, Foster Village subdivision, Hālawa, Wai-pahu qd., Oʻahu. Named suggested by Mary Kawena Pukui in 1956. Lit., flash of light."
ʻĀnela,"Street, Woodlawn, upper Mānoa, Honolulu, Oʻahu.<br><br>Literally, angel.<br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAnini,"Stream and beach, Hanalei district, Kauaʻi; also called Wanini. Lit., dwarfish, stunted."
ʻĀnuenue,"School in Kaimukī; street, Mānoa, Honolulu, Oʻahu. Literally, rainbow.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAoʻao,"Street, Kalihi Uka near the approach to the Wilson tunnel, Honolulu, Oʻahu.<br><br>Literally, side.<br><br> Nā Lepili <br> Tags: geography Oʻahu <br> Papa helu loli"
ʻĀpaʻapaʻa,"Old settlement area near Lapa-kahi, Kohala qd., Ha-waiʻi, excavated by Bishop Museum archaeologists in 1968; named for a strong Kohala wind."
ʻĀpana,"Valley, central Niʻihau. Lit., section."
ʻĀpua,"Land division, Waipiʻo qd.; land division and point, Puna qd., Hawaiʻi (a lava flow with voluminous fountains from ʻĀloʻi and ʻAlae craters reached this point in June 1969; Macdonald and Abbott 102); ancient village in Puna that was swept away in the 1868 tidal wave (Hawaii Natural History Association Guide 14-16).<br>Flat land area, Kualoa, Koʻolau Poko, Oʻahu (UL 52).<br><br><br>Literally, fish basket.<br><br> Nā Lepili <br> Tags: Hawaiʻi Oʻahu <br> Papa helu loli"
ʻĀpua-kea,"Land division, Kāne-ʻohe, Oʻahu, probably named for a local rain. Lit., white fish basket."
ʻAuʻau,"Hill, northeast Kauaʻi. Channel between Maui and Lā-naʻi. Lit., bathe."
ʻAuhuhu,"Point, Kohala qd., Hawaiʻi, named for a small legume with pods used for poisoning fish. The plant grew wild here, and the residents traded it, along with taro, for fish from the coast.<br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
ʻAukai,"No base definition, only supplemental content.<br>Street and lane, Kāhala, Honolulu, Oʻahu, named for Edward K. Aukai, caretaker of the Judd property at Hakipuʻu, Oʻahu (Clark 20).<br>Beach park, Kahana qd., Oʻahu.<br><br>Literally, seafaring.<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
ʻAuliʻi,"Street, ʻĀlewa Heights, Honolulu. (TM.) Lit., neat."
ʻaumakua,'personal or family god
ʻAwahua,"Bay west of Ka-laupapa peninsula, Molokaʻi. Lit., bitterness."
ʻAwapuhi,"Street, Mānoa, Honolulu. Lit., ginger."
ʻĀwili,"Point, Hoʻō-pū-loa qd., South Kona; ancient surfing area, Puna district, Hawaiʻi (Finney, 1959a:51). See Kawili. Lit., swirl."
ʻĀwini,"Land section and gulch, Kohala qd., Hawaiʻi. See Nae-ʻole. Falls and stream, Wai-mea district, Kauaʻi."
ʻEhakō,"Street, Nuʻu-anu, Honolulu. (TM.) Lit., dove."
ʻĒheu,"Street, Puʻu-nui, Honolulu. (TM.) Lit., wing."
ʻEhu-kai,"Streets, Wai-mānalo, and between Maka-puʻu and Koko Head, Honolulu; beach park and surfing area, Lā-ie qd., Oʻahu.<br>Lit., sea spray."
ʻĒkaha,"Street, Wilhelmina Rise, Honolulu. (TM.) Lit., bird's-nest fern."
ʻEke,"Land section, Wai-piʻo qd., Hawaiʻi. Crater and peak (4,480 feet high), near the border between Lahaina and Wai-luku qds., West Maui."
Ēkoa,"Street, ʻĀina-Haina, Honolulu. (TM.) Lit., false koa tree."
ʻEleao,"Land section, Wai-kāne qd., Oʻahu. Lit., plant louse."
ʻEleʻele,"No base definition, only supplemental content.<br>Village, ditch, small-boat harbor, landing, and elementary school, Kōloa district, Kauaʻi; Port Allen was called ʻEleʻele Landing until 1909 when it was renamed in honor of a Honolulu merchant, Samuel Cresson Allen (Stroup 35).<br>Land section, Wailuku qd., West Maui.<br><br><br>Literally, black.<br><br> Nā Lepili <br> Tags: Kauaʻi Maui <br> Papa helu loli"
ʻElelū,"Land section, Hālawa qd., Molokaʻi. Literally, cockroach.<br> Nā Lepili <br> Tags: Molokaʻi <br> Papa helu loli"
ʻElepaio,"Street, Kāhala, Honolulu, Oʻahu. Literally, flycatcher (a Hawaiian bird, Chasiempis sandwichensis).<br> Nā Lepili <br> Tags: Oʻahu birds <br> Papa helu loli"
Ena,"Road, Wai-kīkī, Honolulu, named for the son of John 'Ena (a Chinese merchant) and High Chiefess Ka-iki-lani; the son was privy councillor under Queen Liliʻu-o-ka-lani and cofounder and president of the Inter-Island Steamship Company. (TM.)"
ʻEu,"Lane, Iwilei, Honolulu. (TM.) Lit., rascal."
ʻEwa,"Plantation, plantation town, elementary school, and quadrangle west of Pearl Harbor, Oʻahu. Literally, crooked. (Kāne and Kanaloa threw a stone to determine district boundaries. The stone was lost but was found later at Pili-o-Kahe. See PE, ʻewaʻewa; Ii 98; Sterling and Summers 1:8; UL 84.)<br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Haʻakoa,"Land section and stream near Lau-pāhoehoe village, Hawaiʻi. Lit., low koa tree or warrior-like."
Hāʻao,"Spring, land section, and church in Waiʻōhinu, Honuʻapo qd., Kaʻū, Hawaiʻi (RC 158), named for a Kaʻū rain and a supernatural girl.<br>Valley, central Niʻihau.<br><br> Nā Lepili <br> Tags: Hawaiʻi Niʻihau <br> Papa helu loli"
Haʻehaʻe,"Land division near Kumu-kahi, Makuʻu qd., Hawaiʻi. Ka hikina a ka lā i Haʻehaʻe (PH 189), the rising of the sun at<br>Haʻehaʻe. See Kumu-kahi."
Hāʻeleʻele,"Ridge and valley near Polihale, Waimea district, western Kauaʻi. Literally, blackish.<br> Nā Lepili <br> Tags: Kauaʻi <br> Papa helu loli"
Hāʻena,"Land section and village, Kohala qd.; land section and village, Makuʻu qd.; land section, Kaʻū district, Hawaiʻi. Land section, village, heiau, caves, point, and beach park, Hanalei, Kauaʻi.<br>Drive, Mānoa, Honolulu; heiau of Ka-mehameha I at ʻEwa, Oʻahu (RC 173) Lit., red hot. A Lohiʻau-ipo i Hāena lā, ʻenaʻena ke aloha ke hiki mai (UL 249), and Lohiʻau-ipo at Red-hot, hot the love that comes."
Haha,"Falls, Kamalō qd., south Molokaʻi.<br>* Pronunciation and meaning are uncertain.<br> Nā Lepili <br> Tags: Molokaʻi <br> Papa helu loli"
Haʻikū,"Land division and point, Honomū qd., Hawaiʻi.<br>Land section, Līhuʻe district, Kauaʻi.<br>Quadrangle, land section, village, elementary school, park, reservoir, ditch, East Maui.<br>Valley, Kāneʻohe qd., Oʻahu.<br><br><br>Literally, speak abruptly or sharp break.<br><br> Nā Lepili <br> Tags: Hawaiʻi Kauaʻi Maui Oʻahu <br> Papa helu loli"
Haili,"Forest area near Hilo, Hawaiʻi; timber was brought from here to build a church of the same name, said to have been built by Kua-kini (RC 390). Road, Pacific Heights, Honolulu. Lit., loving memory."
Haina,"Land section, Hāmākua qd., Hawaiʻi.<br><br>* Pronunciation and meaning are uncertain.<br><br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Hainoa,"Crater and hill, Kai-lua qd., North Kona, Hawaiʻi. A house platform formerly here was said to mark the home of the god Kū and his wife Hina. An ʻohiʻa tree called Kū-ʻohiʻa-laka grew here; it was the tree form of Kū. A large furrow marks the position of the tree."
Haka,"Drive, Ka-mehameha Housing area, Ka-lihi Kai, Honolulu. (TM.) Lit., shelf, perch (as for chickens)."
Hakina,"Gulch, ʻĪlio Pt. qd., south Molokaʻi.<br><br>Literally, broken piece.<br>References:<br><br>See Puʻuhakina.<br><br><br><br> Nā Lepili <br> Tags: Molokaʻi <br> Papa helu loli"
Hala,"Drive, Kamehameha Heights, Honolulu, Oʻahu. Literally, pandanus.<br><br>References:<br><br>TM.<br><br><br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Hālaʻi,"Hills, Hilo, Hawaiʻi. Hina, Māui's mother, gave this area to her daughter, Hina-ke-ahi, goddess of fire. A famine occurred and Hina-ke-ahi ordered her people to dig an earth oven. She placed herself in the oven and lit the fire. She then sank through the oven stones down to the underworld and became a gushing stream. On the second day she emerged as a pool near the sea, and on the third day a spring burst forth. She washed herself and returned to the oven, ordering the people to open it. They found abundant food (Westervelt, n.d.: 157–161). See Pōhaku-nui, Puʻu-honu. Lit., peace-ful."
Halāliʻi,"Cinder cone, Hale-a-ka-lā Crater, East Maui. Land section and lake, south central Niʻihau, named for its owner and famous for sugarcane growing in the sand with only leaves protruding. (See PE, kō; UL 101.) Hālāliʻi is the name of an Oʻahu trickster demigod (HM 430)"
Hālau-lani,"Land division near the Pineapple Research Institute, Wai-piʻo, Wai-pahu qd., Oʻahu; ʻAhu-ʻena heiau was formerly here (Sterling and Summers 1:94–95). Lit., high-born chiefs large house."
Hālawa,"Land section, village, gulch, and mill, Kohala qd., North Kohala, Hawaiʻi (Ii 13). Land section, peak, village, beach park, bay, point, stream, cape, and quadrangle, east Molokaʻi. (For 12 wind names here, see For. 5:102–103.) Land section, district park, elementary school, town, and stream, Wai-pahu qd., Oʻahu (Ii 70). Lit., curve."
Hale,"Beach park, Kala-pana qd., Puna district, Hawaiʻi, named in 1951 for Isaac Hale of Puna, Hawaiʻi, killed in action in Korea. Lit., house."
Halemano,"Same as Helemano.<br><br>Literally, many houses.<br>References:<br><br>For. Sel. 250; RC 207, 424; UL 242.<br><br><br><br> Papa helu loli"
Halemauʻu,"Trail, Haleakalā Crater, East Maui. Literally, grass house.<br> Nā Lepili <br> Tags: Maui <br> Papa helu loli"
Hālena,"Gulch and shore area, ʻĪlio Pt. qd., south Molokaʻi. Cream-colored beach rock, valuable for flagstones, is common here (Stearns and Macdonald, 1947:27). Lit., yellowish."
Halina,"Street, Ka-lihi Uka, Honolulu. Lit., appearance."
Hālō,"Land section, Kaunakakai qd., north Molokaʻi. Lit., to peer."
Hāloa,"Hill (4,084 feet high), Waipiʻo qd. Hawaiʻi.<br>Drive, Foster Village subdivision, Hālawa, Waipahu qd., Oʻahu, a name suggested by Mary Kawena Pukui in 1958; it is the name of the son of Wākea, the first man.<br><br><br>Translations are 'long breath' or 'long life'.<br><br> Nā Lepili <br> Tags: Hawaiʻi Oʻahu <br> Papa helu loli"
Hāloku,"Falls, Kamalō qd., north Molokaʻi. Literally, to ripple.<br> Nā Lepili <br> Tags: Molokaʻi <br> Papa helu loli"
Hālona,"Land sections, Kala-pana and Makuʻu qds., Hawaiʻi. Point, southeast Ka-hoʻolawe. Stream inland of Lahaina, Maui, mentioned in the Lahaina Luna song ""Alma Mater,"" and in the Lahaina song ""Hālona"" (Elbert and Mahoe 40). Cove and blowhole lookout, Koko Head qd., and land section and hill (836 feet high), Wai-ʻanae qd., Oʻahu; street, Ka-pā-lama section, Honolulu. Lit., peering place."
Hālūlā,"Place, Mānoa, Honolulu. (TM.) Lit., stillness."
Halulu,"Heiau in Puna, Hawaiʻi, and at Kaunolū, Lā-naʻi (HM 92, 496). Land division and lake, south central Niʻihau. Probably named for the legendary man-eating bird halulu."
Hālupa,"Street, Foster Village, Hālawa, Wai-pahu qd., Oʻahu. Name suggested by Mary Kawena Pukui in 1958. Lit., flourishing (as plants)."
Hamohamo,"Area near ʻŌhua Avenue, Waikīkī, Oʻahu, once belonging to Queen Liliʻuokalani.<br><br>Literally, rub gently (as the sea on the beach).<br>Examples:<br><br>Aia akula paha i Waikīkī i Hamohamo i ka ʻimi ʻahuʻawa, maybe just at Waikīkī at Hamohamo looking for ʻahuʻawa sedge (disappointment, failure; all one does is 'rub' and this is 'bitter' [ʻawa]).<br><br><br>References:<br><br>See ʻŌhua; Appendix 8.1.<br><br><br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Hana-,Prefix of many place names (also Hono-).<br><br>References:<br><br>See Appendix 5.2.<br><br><br><br> Nā Lepili <br> Tags: grammar <br> Papa helu loli
Hāna,"Quadrangle, village, bay, surfing area, elementary and high school, beach park, district, forest reserve, plantation, and road, East Maui. Queen Kaʻahumanu was born here at a place called Pōnahakeone (circle [of] the sand). Poetic: ʻāina ua, lani haʻahaʻa (PH 210), rainy land, low-lying sky.<br><br>References:<br><br>Ii 172.<br>See Nānuʻalele.<br><br><br><br> Nā Lepili <br> Tags: Maui <br> Papa helu loli"
Hānai-a-ka-malama,"Queen Emma's summer home, upper Nuʻu-anu, Honolulu, named for a demigoddess, probably built in 1847 by H.A. Peirce and sold to John Young II, uncle of the queen and son of John Young, adviser to Ka-mehameha I. Queen Emma inherited the property and used it as a summer retreat and social center. In 1890 it was sold to the Hawaiian government and in 1911 the surrounding area was made a public park. In 1915 the Daughters of Hawaiʻi renovated the house and now maintain it as a museum open to the public for a fee. (HM 214, 220; PH 138.) Lit., the foster child of the light (or moon)."
Hana-kahi,"A part of the city of Hilo, Hawaiʻi, named for a chief who was a symbol of profound peace (UL 60–61). Hilo is called Hilo Hana-kahi. (For a song, see Elbert and Mahoe 50.) Lit., single task."
Hanalei,"Land division, village, elementary school, bay, district, river, and valley, Hanalei district, Kauaʻi. See Pōhaku-Hanalei, Wyllie. (For. Sel. 96; PH 65; UL 155; for a song, see Elbert and Mahoe 41.) Lit., crescent bay."
Hānana,"Place, Puʻu-nui, Honolulu. Lit., overflow."
Hanapēpē,"Land section, town, bay, ditch, falls, stream, valley, and ancient surfing place (Finney and Houston 30), southern Wai-mea district, Kauaʻi. (For. Sel. 102.) Lit., crushed bay (due to land-slides)."
Hane-oʻo,"Land section, gulch, and large fishpond reportedly built in 1808 near Hāna, Maui. A female moʻo was sometimes seen here. Lit., mature soul."
Hani,"Lane, Kalihi Waena, Honolulu. Lit., to step lightly.<br><br>References:<br><br>TM.<br><br><br><br> Papa helu loli"
Hānō,"Point, Hālawa qd., Molokaʻi. Lit., wheezing."
Hanu,"Lane, Ka-lihi Waena, Honolulu. Lit., breath. (TM.)"
Hao,"Place and street, ʻĀina-Haina, Honolulu, Oʻahu, named for the Hind property on Hawaiʻi.<br><br>Literally, to gather up.<br>References:<br><br>TM.<br><br><br><br> Nā Lepili <br> Tags: Oʻahu <br> Papa helu loli"
Hāpapa,"Gulch, Puʻu-o-kali qd., Maui. Mountain, Wai-ʻanae Mountains, Oʻahu. Lit., rock stratum."
Hāpuna,"Bay, beach, State park, and land division, Puakō qd., Hawaiʻi.<br><br>Literally, spring.<br><br> Nā Lepili <br> Tags: Hawaiʻi <br> Papa helu loli"
Hau,"Street, Ka-lihi Kai, Honolulu. (TM.) Lit., Hibiscus tiliaceus."
Haua,"Gulch, east Lā-naʻi. Lit., smitten."
Haukoʻi,"No base definition, only supplemental content.<br>Land section, Waipiʻo qd., Hawaiʻi; see Hōkūʻula.<br>Coastal area, north shore, Kamalō qd., Molokaʻi.<br><br>Literally, smite [with] adze.<br> Nā Lepili <br> Tags: Hawaiʻi Molokaʻi <br> Papa helu loli"
Hauna,"Fishpond on inner side of Loko-Waka pond, Ke-au-kaha, Hawaiʻi. Lit., fishy smell."
