‘a,(ke) ‘a broken lava.
a,"of, to, at."
a,"of, to, at."
‘a,to burn.
‘a,to burn.
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a’,(ke) a’ jaw.
a’,(ke) a’ jaw.
‘a,(ke) ‘a broken lava.
‘a,(ke) ‘a broken lava.
a,"of, to, at."
a,"of, to, at."
‘a,to burn.
‘a,to burn.
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a’,(ke) a’ jaw.
a’,(ke) a’ jaw.
‘a,(ke) ‘a broken lava.
‘a,(ke) ‘a broken lava.
a,"of, to, at."
a,"of, to, at."
‘a,to burn.
‘a,to burn.
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a’,(ke) a’ jaw.
a’,(ke) a’ jaw.
‘a,(ke) ‘a broken lava.
‘a,(ke) ‘a broken lava.
a,"of, to, at."
a,"of, to, at."
‘a,to burn.
‘a,to burn.
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a’,(ke) a’ jaw.
a’,(ke) a’ jaw.
‘a,(ke) ‘a broken lava.
‘a,(ke) ‘a broken lava.
a,"of, to, at."
a,"of, to, at."
‘a,to burn.
‘a,to burn.
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a’,(ke) a’ jaw.
a’,(ke) a’ jaw.
‘a,(ke) ‘a broken lava.
‘a,(ke) ‘a broken lava.
a,"of, to, at."
a,"of, to, at."
‘a,to burn.
‘a,to burn.
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a’,(ke) a’ jaw.
a’,(ke) a’ jaw.
‘a,(ke) ‘a broken lava.
‘a,(ke) ‘a broken lava.
a,"of, to, at."
a,"of, to, at."
‘a,to burn.
‘a,to burn.
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a’,(ke) a’ jaw.
a’,(ke) a’ jaw.
‘a,(ke) ‘a broken lava.
‘a,(ke) ‘a broken lava.
a,"of, to, at."
a,"of, to, at."
‘a,to burn.
‘a,to burn.
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a’,(ke) a’ jaw.
a’,(ke) a’ jaw.
‘a,(ke) ‘a broken lava.
‘a,(ke) ‘a broken lava.
a,"of, to, at."
a,"of, to, at."
‘a,to burn.
‘a,to burn.
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
a,"an, kekă'hĭ, kă'hĭ, hŏ'ŏkă'hĭ, he."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a’,"dwarf : short and stocky ; silent, lonely ; stuttering."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a’‘a,"a dare : to dare, tempt; to venture."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,"conflagration : burning, raging: to kindle ; burn fiercely; rage."
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
‘a‘a’,(ke) ‘a‘a’ broken lava; stony.
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
a‘a,"(ke) a‘a small roots; veins or arteries, etc."
‘a‘aho,lath ; lattice.
‘a‘aho,lath ; lattice.
‘a‘aho,lath ; lattice.
‘a‘aho,lath ; lattice.
‘a‘ahu,"cloak, outer garment: to put it on."
‘a‘ahu,"cloak, outer garment: to put it on."
‘a‘ai,"cancer : cating, spreading."
‘a‘ai,"cancer : cating, spreading."
‘a‘ai,"cancer : cating, spreading."
‘a‘ai,"cancer : cating, spreading."
‘a‘ai,"cancer : cating, spreading."
‘a‘ai,"cancer : cating, spreading."
‘a‘aki,to bite ; nibble as fish.
‘a‘aki,to bite ; nibble as fish.
‘a‘ala,pleasant odor.
‘a‘ala,pleasant odor.
a‘alolo,(ke) a‘alolo nerve.
a‘alolo,(ke) a‘alolo nerve.
‘a‘ama,black rock-crab; theft.
‘a‘ama,black rock-crab; theft.
‘a‘ama,black rock-crab; theft.
‘a‘ama,black rock-crab; theft.
‘a‘ama,black rock-crab; theft.
‘a‘ama,black rock-crab; theft.
‘a‘apo,quick to learn : to catch and retain.
‘a‘apo,quick to learn : to catch and retain.
‘a‘aua,coarse skin or complexion.
‘a‘aua,coarse skin or complexion.
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘a‘e,to step over an object; to break a tabu; to go onto.
‘a‘e,to step over an object; to break a tabu; to go onto.
a‘e,oblique directive; separately.
a‘e,oblique directive; separately.
ae,"yes, consent."
ae,"yes, consent."
‘aea,to raise head ; to rise out of water.
‘aea,to raise head ; to rise out of water.
‘ae‘a,wandering; to wander.
‘ae‘a,wandering; to wander.
‘aea,to raise head ; to rise out of water.
‘aea,to raise head ; to rise out of water.
‘ae‘a,wandering; to wander.
‘ae‘a,wandering; to wander.
‘aea,to raise head ; to rise out of water.
‘aea,to raise head ; to rise out of water.
‘ae‘a,wandering; to wander.
‘ae‘a,wandering; to wander.
‘aea,to raise head ; to rise out of water.
‘aea,to raise head ; to rise out of water.
‘ae‘a,wandering; to wander.
‘ae‘a,wandering; to wander.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
‘ae‘ae,finely comminuted material; face powder.
aeko,eagle.
aeko,eagle.
aeko,eagle.
aeko,eagle.
aelo,"rotten, as applied to eggs."
aelo,"rotten, as applied to eggs."
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,(ke) aha what? why?
aha,(ke) aha what? why?
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,(ke) aha what? why?
aha,(ke) aha what? why?
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,(ke) aha what? why?
aha,(ke) aha what? why?
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,(ke) aha what? why?
aha,(ke) aha what? why?
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,(ke) aha what? why?
aha,(ke) aha what? why?
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,(ke) aha what? why?
aha,(ke) aha what? why?
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,(ke) aha what? why?
aha,(ke) aha what? why?
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,"braided cord of coir, hair or intestines, prayer based on braided coir, assemblage of priests, edge or border, measure in single line."
aha,(ke) aha what? why?
aha,(ke) aha what? why?
aha,"(serves you right), ‘ăĭkŏ’iă"
aha,"(serves you right), ‘ăĭkŏ’iă"
ahaaha,to pant heavily.
ahaaha,to pant heavily.
ahaaha,to pant heavily.
ahaaha,to pant heavily.
ahaaha,to pant heavily.
ahaaha,to pant heavily.
ahaaha,to pant heavily.
ahaaha,to pant heavily.
‘ahahui,"company, society."
‘ahahui,"company, society."
‘aha‘i,break off and take away.
‘aha‘i,break off and take away.
‘aha‘i,break off and take away.
‘aha‘i,break off and take away.
‘aha‘olelo,"council, legislature."
ahe,"(ke) ahe breeze, wind."
ahe’,person avoiding another on account of fear.
‘ahe’,cough.
ahea,when ? in the future.
aheahe,light breeze.
‘ahe‘ahe’,hacking cough.
ahele,hand snare.
‘ahewa,"punishment, blame, censure."
ahi,(ke) ahi fire.
‘ahi,(ke) ‘ahi albicore.
ahiahi,"(ke) ahiahi afternoon, evening."
‘ahi‘ahi,defame; bring to disrepute ; tattle.
‘ahina,gray color.
‘ahinahina,slate color.
‘ahiu,"fierce, wild."
aho,"(ke) aho fish line; breath, patience, resolution, kindness: to have breath."
‘aho,lath ; batten for thatch.
ahonui,(ke) ahonui endurance; patience: patient.
ahu,"(ke) ahu heap, storage."
‘ahu,"clothing mat, canoe mat."
ahua,(ke) ahua bank; ford : to be raised on a platform.
ahu‘awa,(ke) ahu‘awa sedge used for fiber.
‘ahui,bunch.
ahulau,"(ke) ahulau epidemic, pestilence."
ahupua‘a,"land division, estate."
‘ahu‘ula,feathered cloak.
ahuwale,"conspicuous, in plain sight."
ai,(ke) ai coition.
ai,relative particle.
‘ai,"food : to eat, consume, destroy."
‘a‘i’,neck.
aia,there.
aia,behold !
‘aia’,"irreligious, unprincipled."
‘a‘ia‘i,brilliant white; clearness of glass.
‘aie’,indebtedness : to owe.
‘aie,indebtedness : to owe.
‘a‘i’kala,collar.
aikane,(ke) aikane friend.
‘aikola,“Serves you right!”
‘aiku’,to eat informally.
‘a‘iku’,"wry-neck, stiff neck; high collar."
aila,"oil, lard, grease; to smear with it."
ailaea,"ailea, gasoline."
‘ailolo,"an expert, graduate."
‘aina,"food, eating, dining; refuse; land."
aka,(ke) aka shadow; reflection.
aka,particle prefixed to imply care.
aka’,"but, if not."
‘aka,"to laugh, deride."
‘aka‘aka,laughter: to laugh.
‘aka‘akai,"bulrush, onion."
akahai,(ke) akahai meekness: modest; gentle.
‘akahi,one; first: once.
